1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1422,,,No,588,Unk,606,576,Fin,,1422,Gd,12090,,,0,6,6,1422,1981,1981,175500
802,,,Av,714,GLQ,88,413,Fin,,1511,TA,11207,,,75,5,6,802,1997,1997,185000
1052,,,No,378,Unk,342,240,Unf,,2192,Gd,8400,,,24,8,5,720,1939,1997,179500
778,,,No,403,ALQ,212,924,Unf,,778,TA,6900,,,25,6,5,740,1940,1955,120500
1113,,,No,751,BLQ,392,504,RFn,,1113,TA,7917,,,30,7,6,1143,1976,1976,148000
1095,,,Mn,0,Unf,1095,1053,RFn,,1939,Gd,10728,,,51,5,8,1095,2006,2006,266000
1363,,,Gd,226,LwQ,96,439,Unf,,1363,TA,39104,,,0,7,7,1385,1954,2005,241500
1164,,,No,524,GLQ,628,671,Fin,,2270,Gd,11764,,,57,7,8,1152,1999,2007,290000
1632,,,No,620,Rec,0,338,RFn,,1632,TA,9600,,,0,6,6,1240,1958,1988,139000
816,,,Gd,546,ALQ,270,264,Unf,,816,TA,8314,,,0,7,5,816,1982,1982,124500
952,,,No,0,Unf,952,672,Unf,,1548,Ex,7264,,,0,7,7,952,1925,2007,205000
1560,,,No,0,Unf,1560,573,Fin,,1560,Gd,9196,,,150,5,7,1560,2003,2003,201000
864,,,No,120,LwQ,744,400,Unf,,864,TA,19138,,,0,5,4,864,1951,1951,141000
2121,,,Gd,0,Unf,2121,732,Fin,,2121,Ex,14450,,,98,5,9,2121,2006,2007,415298
1156,,,No,392,BLQ,768,505,Fin,,2022,TA,10005,,,117,5,7,1160,1977,1977,192000
1175,,,Av,421,GLQ,386,575,Unf,,1982,Gd,11287,,,84,6,7,807,1989,1989,228500
1262,,,No,905,GLQ,357,572,Unf,,1262,Gd,7200,,,120,5,6,1262,2006,2006,185000
1314,,,No,904,GLQ,410,626,RFn,,1314,Gd,5063,,,62,5,7,1314,2007,2008,207500
1468,,,No,0,Unf,1468,898,Fin,,1468,Gd,9612,,,150,5,8,1468,2008,2009,244600
1575,,,No,430,GLQ,1145,529,RFn,,1575,Gd,8012,,,0,5,6,1575,1992,1992,179200
625,,,No,0,Unf,625,528,RFn,,1250,Gd,4251,,,54,5,7,625,2006,2007,164700
1085,,,No,600,Rec,312,440,Unf,,1734,Gd,9786,,,0,7,6,912,1962,1981,159000
858,,,No,614,BLQ,244,0,None,,858,TA,8125,,,0,4,4,858,1971,1971,88000
900,,,No,450,BLQ,432,280,Unf,,900,TA,9819,,,0,5,5,882,1967,1967,122000
698,,,No,0,Unf,698,384,Unf,,1396,TA,8730,,,0,7,6,698,1915,2003,153575
1079,,,Av,0,Unf,1079,685,RFn,,1919,Gd,15611,,,51,5,8,1079,2006,2006,233230
936,,,No,210,Unk,570,0,None,,1716,Fa,5687,,,184,6,5,780,1912,2000,135900
1148,,,No,292,LwQ,476,281,Unf,,1716,TA,11409,,,0,4,5,768,1949,2008,131000
1468,,,No,795,ALQ,0,539,Fin,,2263,Gd,16659,,,250,7,7,795,1977,1994,235000
1644,,,No,1285,GLQ,131,418,Fin,,1644,TA,9600,,,0,5,6,1416,1953,1953,167000
1003,,,Av,819,GLQ,184,588,Unf,,1003,TA,7937,,,0,6,6,1003,1984,1984,142500
910,,,No,420,BLQ,490,282,Unf,,1558,TA,13710,,,0,5,5,910,1950,1950,152000
975,,,No,649,Unk,326,576,RFn,,1950,Gd,7399,,,10,5,7,975,1997,1998,239000
1041,,,No,384,ALQ,143,539,Unf,,1743,TA,11700,,,0,6,6,702,1968,1968,175000
1152,,,No,0,Unf,1092,300,Unf,,1152,Gd,14000,,,36,8,6,1092,1950,2004,158500
1336,,,Mn,841,BLQ,324,375,Unf,,1336,TA,15750,,,0,5,5,1165,1953,1953,157000
1210,,,No,281,Unk,747,683,Fin,,2452,Gd,16226,,,50,5,8,1028,1998,1999,267000
1541,,,No,0,Unf,1541,843,RFn,,1541,Gd,13704,,,81,5,7,1541,2001,2002,205000
894,,,No,894,ALQ,0,552,Unf,,894,TA,9800,,,0,7,5,894,1972,1972,149900
1675,,,No,0,Unf,1470,870,Unf,,3493,Gd,18386,,,0,9,7,1470,1880,2002,295000
2000,,,No,1464,GLQ,536,888,Unf,,2000,Gd,10386,,,0,5,8,2000,2004,2005,305900
1122,,,No,700,ALQ,0,746,RFn,,2243,Gd,13474,,,44,5,7,700,1990,1991,225000
1035,,,No,0,Unf,319,0,None,,1406,Fa,7920,,,144,7,6,319,1920,1950,89500
861,,,No,262,BLQ,599,539,Unf,,861,TA,12342,,,0,5,4,861,1940,1950,82500
1944,,,Gd,1274,Unk,622,708,Fin,,1944,Ex,12378,,,175,5,9,1896,2003,2004,360000
697,,,No,518,ALQ,179,420,Fin,,1501,Gd,7685,,,63,5,6,697,1993,1994,165600
972,,,No,680,ALQ,292,240,Unf,,972,TA,8000,,,0,6,6,972,1948,2002,132000
793,,,Mn,507,Rec,286,410,Unf,,1118,TA,7800,,,0,7,5,793,1939,1950,119900
2036,,,Gd,1236,ALQ,80,513,RFn,,2036,TA,215245,,,0,5,7,2136,1965,1965,375000
832,,,No,16,LwQ,712,546,Unf,,1641,Ex,9600,,,0,7,7,728,1925,1990,178000
716,,,No,425,Unk,291,432,Fin,,1432,Gd,7795,,,51,5,7,716,2004,2005,188500
1153,,,No,692,GLQ,153,484,RFn,,2353,Ex,13005,,,195,7,7,845,1980,1980,260000
1088,,,Av,0,Unf,1088,1025,RFn,,1959,Gd,9000,,,46,5,8,1088,2006,2006,270000
1372,,,Gd,987,GLQ,360,656,RFn,,2646,Gd,9900,,,60,5,7,1347,1993,1993,260000
1472,,,Av,1036,GLQ,336,588,Unf,,1472,TA,14115,,,48,5,7,1372,1980,1980,187500
1249,,,Av,0,Unf,1249,840,RFn,,2596,Gd,16259,,,154,5,9,1249,2006,2006,342643
1136,,,Av,970,GLQ,166,872,Unf,,2468,Gd,12099,,,154,5,8,1136,2004,2004,354000
1553,,,Gd,28,LwQ,0,576,Unf,,2730,Gd,10380,,,96,5,7,1502,1986,1987,301000
1163,,,No,256,ALQ,906,220,Unf,,1163,TA,5820,,,98,8,3,1162,1955,2005,126175
1898,,,No,0,Unf,710,564,Fin,,2978,Gd,11275,,,0,7,7,710,1967,2007,242000
803,,,Av,116,BLQ,604,360,Unf,,803,TA,5000,,,0,6,5,720,1941,1950,87000
1719,,,Gd,1619,GLQ,100,473,Fin,,1719,Gd,10846,,,30,5,8,1719,1993,1993,324000
1383,,,No,565,Rec,818,292,Unf,,1383,TA,11600,,,45,5,6,1383,1960,1960,145250
1445,,,No,0,Unf,844,441,Unf,,2134,Gd,11888,,,60,6,6,844,1916,1994,214500
596,,,Mn,0,Unf,596,189,Unf,,1192,TA,6402,,,0,5,5,596,1920,1950,78000
1728,,,No,40,GLQ,1424,352,Unf,,1728,TA,10624,,,0,4,5,1728,1964,1964,119000
1056,,,No,846,Rec,210,308,RFn,,1056,TA,8176,,,0,6,5,1056,1958,1992,139000
1629,,,No,1124,GLQ,1603,880,Unf,,1629,Gd,10655,,,0,5,8,3206,2003,2004,284000
1358,,,Av,720,GLQ,638,484,RFn,,1358,Gd,8198,,,30,5,7,1358,2004,2004,207000
943,,,Gd,828,GLQ,115,472,Fin,,1638,TA,9042,,,38,5,6,943,1998,1998,192000
1619,,,Gd,1249,Unk,103,529,Fin,,1786,TA,164660,,,0,6,5,1499,1965,1965,228950
1922,,,Gd,1249,GLQ,673,676,Fin,,1922,Gd,14157,,,51,5,9,1922,2005,2006,377426
1536,,,Av,810,GLQ,726,532,RFn,,1536,Gd,9135,,,74,5,7,1536,2002,2003,214000
1621,,,Mn,213,ALQ,995,440,Unf,,1621,Gd,14145,,,45,7,7,1208,1984,1998,202500
1215,,,No,585,Rec,630,297,Unf,,1215,TA,12400,,,0,7,6,1215,1958,1998,155000
993,,,No,0,Unf,967,431,Fin,,1908,Gd,14191,,,0,5,8,967,2002,2002,202900
841,,,No,0,Unf,721,294,Unf,,841,TA,8400,,,0,4,4,721,1950,1950,82000
1040,,,None,0,None,0,400,Unf,,1040,TA,8544,,,0,4,3,0,1949,1950,87500
1684,,,No,28,GLQ,1656,564,RFn,,1684,Ex,8849,,,72,5,9,1684,2005,2005,266000
536,,,No,129,Rec,175,336,Unf,,1112,TA,2592,,,0,3,5,536,1976,1976,85000
972,,,No,0,Unf,972,312,Unf,,1577,Fa,6435,,,0,5,6,972,1939,1950,140200
958,,,Mn,498,BLQ,460,301,RFn,,958,TA,12772,,,0,8,6,958,1960,1998,151500
1478,,,No,1270,BLQ,208,498,Unf,,1478,TA,17600,,,40,5,6,1478,1960,1960,157500
764,,,No,573,GLQ,191,474,RFn,,1626,Gd,2448,,,27,5,7,764,2003,2004,154000
1848,,,No,1410,GLQ,438,706,Fin,,2728,Ex,20431,,,0,5,9,1848,2005,2006,437154
1869,,,No,0,Unf,1869,617,RFn,,1869,Ex,7820,,,54,5,9,1869,2007,2007,318061
1453,,,Gd,1082,GLQ,371,445,RFn,,1453,Gd,5271,,,80,5,7,1453,1986,1986,190000
616,,,Mn,236,LwQ,0,200,Unf,,1111,TA,9084,,,0,6,5,616,1941,1950,95000
720,,,No,0,Unf,624,484,Unf,,720,TA,8520,,,0,8,6,624,1928,2003,105900
1192,,,No,388,LwQ,552,240,Unf,,1595,TA,8400,,,0,5,6,940,1940,2000,140000
1200,,,No,334,ALQ,322,521,RFn,,1200,Gd,11249,,,26,5,6,1200,1995,1995,177500
1167,,,No,560,GLQ,598,400,RFn,,1167,Gd,9248,,,26,6,6,1158,1992,1992,173000
1142,,,No,874,ALQ,268,528,Fin,,1142,TA,4224,,,90,5,5,1142,1976,1976,134000
1352,,,Av,300,BLQ,468,288,Unf,,1352,Gd,6930,,,0,4,5,1062,1958,1958,130000
1086,,,Av,956,GLQ,130,592,RFn,,1924,Gd,12011,,,75,5,8,1086,1998,1998,280000
912,,,Av,773,GLQ,115,470,RFn,,912,TA,7540,,,0,6,6,888,1978,1978,156000
988,,,No,399,Rec,484,240,Unf,,1505,TA,9144,,,0,5,5,883,1940,1982,145000
495,,,None,0,None,0,672,RFn,,1922,Gd,7301,,,0,5,7,0,2003,2003,198500
483,,,No,162,ALQ,321,264,Unf,,987,Gd,1680,,,0,8,6,483,1972,2007,118000
790,,,Mn,712,GLQ,84,566,Fin,,1574,TA,18800,,,111,5,6,796,1976,1976,190000
672,,,No,456,Rec,216,468,Unf,,1344,TA,10690,,,128,7,5,672,1920,1997,147000
1394,,,No,609,BLQ,785,514,RFn,,1394,TA,9500,,,76,5,6,1394,1963,1963,159000
1431,,,Gd,371,GLQ,728,296,RFn,,1431,TA,9150,,,110,5,6,1099,1962,1962,165000
1268,,,No,540,LwQ,728,244,Fin,,1268,TA,7800,,,98,6,5,1268,1954,1954,132000
1287,,,No,72,ALQ,733,576,Fin,,1287,Gd,9830,,,17,7,5,1063,1959,2006,162000
953,,,No,0,Unf,953,460,RFn,,1664,TA,8121,,,40,5,6,953,2000,2000,172400
1120,,,None,0,None,0,680,Fin,,1588,TA,17120,,,59,4,4,0,1959,1959,134432
752,,,No,623,ALQ,0,264,Unf,,752,TA,7175,,,0,5,6,744,1984,1984,125000
1319,,,No,428,BLQ,0,270,Unf,,1319,TA,10634,,,0,6,5,608,1953,1953,123000
847,,,No,0,Unf,847,434,Fin,,1928,Gd,8200,,,48,5,7,847,2003,2004,219500
904,,,Gd,350,BLQ,333,0,None,,904,Fa,10020,,,0,1,1,683,1922,1950,61000
914,,,Av,298,GLQ,572,576,Unf,,914,TA,8846,,,0,5,5,870,1996,1996,148000
1580,,,No,0,Unf,1580,610,RFn,,2466,Gd,11143,,,214,5,8,1580,2004,2005,340000
1856,,,Av,1445,GLQ,411,834,Fin,,1856,Ex,11394,,,0,2,9,1856,2010,2010,394432
1007,,,No,0,Unf,982,463,Fin,,1800,TA,8123,,,63,5,6,982,2000,2000,179000
1026,,,No,218,LwQ,808,308,Unf,,1691,Gd,5000,,,0,6,5,1026,1924,1950,127000
1301,,,No,0,Unf,1293,572,RFn,,1301,Gd,7200,,,121,5,7,1293,2006,2006,187750
939,,,Av,0,Unf,939,639,Unf,,1797,Gd,9245,,,53,5,7,939,2006,2006,213500
784,,,No,0,Unf,784,360,Unf,,784,TA,9000,,,0,3,6,784,1928,1950,76000
1079,,,Av,985,GLQ,595,501,Fin,,1953,Gd,53107,,,231,5,6,1580,1992,1992,240000
1269,,,No,24,GLQ,1232,430,Fin,,1269,Gd,3182,,,20,5,8,1256,2004,2005,192000
658,,,No,0,Unf,658,0,None,,1184,TA,8410,,,151,3,5,658,1910,1996,81000
1125,,,Av,631,ALQ,410,352,Unf,,1125,TA,7200,,,0,6,6,1041,1976,1976,125000
1479,,,No,0,Unf,1468,577,RFn,,1479,Gd,9382,,,25,5,7,1468,1999,2000,191000
1742,,,Av,1280,GLQ,402,846,Fin,,2332,Ex,12474,,,134,5,10,1682,2007,2008,426000
961,,,No,241,Rec,229,384,Unf,,1367,TA,8405,,,130,8,5,861,1900,1950,119000
804,,,No,690,ALQ,114,560,Fin,,1961,Gd,12209,,,192,5,6,804,2001,2002,215000
882,,,None,0,None,0,294,RFn,,882,TA,8339,,,0,7,5,0,1959,1959,106500
788,,,No,266,Rec,522,0,None,,788,TA,7446,,,0,5,4,788,1941,1950,100000
735,,,No,0,Unf,735,240,Unf,,1034,TA,10134,,,39,6,5,735,1940,1950,109000
1144,,,Av,739,BLQ,405,596,Unf,,1144,TA,9571,,,0,6,5,1144,1956,1956,129000
894,,,Av,777,Rec,117,600,RFn,,894,TA,7200,,,0,5,5,894,1972,1972,123000
876,,,No,540,ALQ,324,264,RFn,,1812,TA,7590,,,168,5,5,864,1962,1962,169500
1077,,,No,0,Unf,961,338,Unf,,1077,TA,8967,,,0,2,5,961,1920,1950,67000
1112,,,No,812,GLQ,280,438,Fin,,1550,Gd,8125,,,168,5,7,1092,2006,2007,241000
1288,,,No,786,GLQ,474,500,Fin,,1288,Ex,14963,,,30,5,8,1260,1996,1996,245500
1310,,,Av,24,GLQ,1286,400,Fin,,1310,Gd,8767,,,0,5,7,1310,2005,2005,164990
672,,,No,0,Unf,672,240,Unf,,672,TA,10200,,,0,8,5,672,1940,1997,108000
1165,,,No,0,Unf,1141,420,Fin,,2263,Gd,12090,,,123,5,8,1141,1998,1998,258000
806,,,No,0,Unf,806,373,Fin,,1572,TA,10364,,,40,5,6,806,1995,1996,168000
1620,,,No,1116,BLQ,165,490,Unf,,1620,TA,9991,,,78,4,4,1281,1976,1993,150000
1166,,,No,0,Unf,1064,240,Unf,,1639,TA,10480,,,0,5,6,1064,1936,1950,115000
840,,,No,0,Unf,840,308,Unf,,1680,TA,15576,,,0,7,6,840,1915,1976,177000
1071,,,No,0,Unf,1063,947,RFn,,2172,Gd,14154,,,62,5,7,1063,2006,2006,280000
1050,,,No,789,GLQ,245,836,Fin,,2078,Ex,10800,,,102,5,8,1034,2007,2008,339750
1276,,,No,0,Unf,1276,350,Unf,,1276,TA,9571,,,0,3,5,1276,1958,1958,60000
1056,,,Mn,1056,Rec,0,572,Fin,,1056,TA,34650,,,0,5,5,1056,1955,1955,145000
1478,,,Av,578,GLQ,892,484,Fin,,1478,Gd,4403,,,144,5,7,1470,2009,2009,222000
1028,,,No,0,Unf,1008,360,Unf,,1028,TA,8960,,,0,6,5,1008,1927,1950,115000
1080,,,No,50,BLQ,499,678,Unf,,2097,Gd,11228,,,187,5,7,1080,1993,1993,228000
1340,,,Av,24,GLQ,1316,396,Fin,,1340,Gd,8899,,,30,5,7,1340,2007,2007,181134
672,,,No,209,ALQ,463,440,Fin,,1400,TA,7844,,,0,7,6,672,1978,1978,149500
1370,,,No,1128,BLQ,242,864,Unf,,2624,TA,22420,,,0,6,6,1370,1918,1950,239000
756,,,No,312,ALQ,444,240,Unf,,1134,TA,8160,,,0,6,5,756,1940,1950,126000
1056,,,No,775,BLQ,281,304,Unf,,1056,TA,8450,,,85,6,5,1056,1968,1968,142000
1344,,,Gd,1309,GLQ,35,784,Fin,,1344,TA,7060,,,0,5,7,1344,1997,1998,206300
1602,,,No,1246,ALQ,356,529,Fin,,1602,Gd,16635,,,0,7,6,1602,1977,2000,215000
988,,,No,0,Unf,988,520,RFn,,988,TA,21750,,,0,5,5,988,1954,1954,113000
1470,,,No,986,GLQ,484,696,Unf,,2630,Gd,9200,,,66,5,8,1470,1998,1998,315000
1196,,,No,616,LwQ,580,297,RFn,,1196,TA,9000,,,44,5,6,1196,1956,1956,139000
707,,,No,0,Unf,651,240,Unf,,1389,TA,3378,,,0,8,7,651,1946,1992,135000
1644,,,Gd,1518,GLQ,0,569,Fin,,1644,Gd,12800,,,0,5,7,1518,1989,1989,275000
907,,,No,288,Rec,619,352,Unf,,907,TA,8593,,,0,6,4,907,1957,1957,109008
1208,,,No,664,GLQ,544,628,RFn,,1208,Gd,6762,,,54,5,7,1208,2007,2007,195400
1412,,,Mn,1005,GLQ,387,576,Unf,,1412,Gd,11457,,,0,5,6,1392,1988,1988,175000
483,,,No,387,ALQ,96,264,Unf,,987,TA,1680,,,0,5,6,483,1971,1971,85400
1088,,,No,0,Unf,901,0,None,,1198,TA,5586,,,98,7,6,901,1920,1998,79900
765,,,No,471,ALQ,294,440,Unf,,1365,TA,1920,,,36,5,5,765,1971,1971,122500
926,,,No,0,Unf,926,470,Fin,,1604,TA,10839,,,36,5,6,926,1997,1998,181000
630,,,Av,495,ALQ,135,0,None,,630,TA,1890,,,0,7,4,630,1972,1972,81000
827,,,Av,385,GLQ,70,550,RFn,,1661,Gd,10667,,,61,6,7,799,1996,1996,212000
734,,,No,0,Unf,648,440,Unf,,1118,TA,4400,,,0,8,6,648,1920,1950,116000
904,,,No,0,Unf,884,180,Unf,,904,TA,6000,,,0,7,6,884,1926,2004,119000
694,,,No,365,LwQ,75,352,Unf,,694,Gd,4280,,,0,6,5,440,1913,2002,90350
684,,,Mn,0,Unf,684,528,Unf,,1196,Gd,12354,,,46,8,6,684,1920,2000,110000
2402,,,Gd,1767,GLQ,788,672,Fin,,2402,Ex,15431,,,72,5,10,3094,2008,2008,555000
1440,,,No,133,ALQ,1307,0,None,,1440,Fa,12108,,,0,4,4,1440,1955,1955,118000
1128,,,No,0,Unf,1078,360,Unf,,1573,TA,6240,,,0,7,5,1078,1930,1992,162900
1258,,,Av,0,Unf,1258,648,Fin,,1258,Gd,3922,,,16,5,7,1258,2006,2007,172500
933,,,No,642,GLQ,273,493,Unf,,1908,Gd,8750,,,133,5,7,915,1994,1995,210000
1689,,,No,0,Unf,1436,480,Unf,,1689,TA,9855,,,0,5,6,1436,1956,1956,127500
1888,,,No,247,Unk,557,578,Fin,,1888,Gd,16492,,,0,6,6,1517,1966,2002,190000
956,,,No,0,Unf,930,431,Fin,,1886,Gd,11214,,,0,5,7,930,1998,1999,199900
780,,,No,0,Unf,780,198,Unf,,1376,TA,8600,,,0,6,6,780,1937,1950,119500
679,,,No,331,ALQ,318,308,Unf,,1183,TA,6000,,,176,7,3,649,1948,2002,120000
813,,,No,0,Unf,813,270,Unf,,813,Gd,5684,,,113,8,6,813,1930,2005,110000
1533,,,Gd,655,ALQ,878,576,Unf,,1533,Gd,70761,,,54,5,7,1533,1975,1975,280000
888,,,No,742,ALQ,130,422,Fin,,1756,TA,9303,,,122,5,6,872,1996,1997,204000
786,,,No,0,Unf,768,676,RFn,,1590,Gd,9000,,,30,5,8,768,2008,2008,210000
1728,,,No,1606,ALQ,122,560,Unf,,1728,TA,9297,,,0,5,5,1728,1976,1976,188000
1242,,,No,916,ALQ,326,528,Unf,,1242,TA,9600,,,0,6,7,1242,1973,1973,175500
624,,,No,0,Unf,624,513,Unf,,1344,TA,4571,,,0,5,5,624,1916,1950,98000
1663,,,Gd,1116,BLQ,248,529,Unf,,1663,Gd,53227,,,137,6,4,1364,1954,1994,256000
833,,,No,0,Unf,588,228,Unf,,1666,Gd,5100,,,63,7,8,588,1925,1996,161000
979,,,No,185,LwQ,524,352,Unf,,1203,Gd,7015,,,0,4,5,709,1950,1950,110000
832,,,No,544,GLQ,288,552,Fin,,1935,TA,8004,,,150,5,8,832,2009,2009,263435
575,,,No,350,ALQ,0,576,RFn,,1135,Gd,7200,,,0,9,7,560,1936,2007,155000
864,,,No,553,Rec,0,360,Unf,,864,TA,8281,,,0,5,5,864,1965,1965,62383
849,,,No,326,LwQ,389,240,Unf,,1660,TA,11988,,,0,7,6,715,1934,1995,188700
1040,,,No,616,Rec,424,0,None,,1040,TA,8430,,,0,5,5,1040,1978,1978,124000
1414,,,No,0,Unf,1375,398,Fin,,1414,Gd,3072,,,20,5,7,1375,2004,2004,178740
1277,,,Gd,778,GLQ,499,526,Unf,,1277,TA,10628,,,0,5,7,1277,1970,1970,167000
888,,,No,386,LwQ,342,312,Unf,,1644,Gd,9480,,,0,7,5,728,1942,1995,146500
1634,,,No,0,Unf,1626,866,Unf,,1634,Gd,11428,,,44,5,8,1626,2006,2006,250000
832,,,No,426,GLQ,406,506,RFn,,1710,Gd,9291,,,70,5,6,832,1993,1993,187000
1502,,,Av,368,GLQ,0,528,RFn,,1502,Gd,6820,,,54,5,8,1488,1985,1985,212000
1161,,,No,0,Unf,808,534,RFn,,1969,TA,11952,,,0,6,7,808,1977,1977,190000
1072,,,Gd,459,Unk,88,525,Unf,,1072,TA,3675,,,28,5,6,547,2005,2005,148000
1976,,,Gd,1350,Unk,626,908,RFn,,1976,Gd,14977,,,63,5,8,1976,2006,2007,440000
1652,,,Av,1196,GLQ,298,499,RFn,,1652,Ex,5330,,,48,5,8,1494,2000,2000,251000
970,,,No,630,GLQ,340,624,Unf,,970,TA,8480,,,24,6,5,970,1963,1963,132500
1493,,,Gd,994,GLQ,484,508,Fin,,1493,Gd,13125,,,39,5,6,1478,1997,1998,208900
2069,,,Av,0,Unf,2153,694,Fin,,2643,Ex,13693,,,84,5,9,2153,2006,2006,380000
1718,,,Gd,1288,GLQ,417,826,RFn,,1718,Gd,10637,,,44,5,8,1705,2007,2008,297000
1131,,,No,168,Rec,739,672,Unf,,1131,TA,5925,,,72,7,4,907,1937,2000,89471
1850,,,Gd,1261,GLQ,572,772,Fin,,1850,Gd,16033,,,112,5,9,1833,2004,2005,326000
1792,,,Gd,1567,GLQ,225,874,Fin,,1792,Ex,11846,,,49,5,9,1792,2003,2004,374000
916,,,No,299,ALQ,611,164,Unf,,1826,Ex,2500,,,0,8,7,910,1915,2005,155000
1216,,,No,897,GLQ,319,402,Unf,,1216,TA,4500,,,125,5,6,1216,1998,1998,164000
999,,,No,588,ALQ,411,264,Unf,,999,Gd,7758,,,132,7,5,999,1962,2001,132500
1113,,,No,607,ALQ,506,264,Unf,,1113,Gd,9600,,,80,7,5,1113,1950,2007,147000
1073,,,No,836,ALQ,237,515,RFn,,1073,TA,10289,,,0,7,5,1073,1965,1965,156000
1484,,,Av,998,ALQ,486,487,Unf,,1484,TA,12243,,,0,6,5,1484,1971,1971,175000
1766,,,No,664,BLQ,290,520,Unf,,2414,TA,10800,,,0,4,5,954,1900,1970,160000
630,,,Av,515,GLQ,115,286,Unf,,630,Gd,1526,,,0,8,4,630,1970,2002,86000
616,,,Mn,0,Unf,264,336,Fin,,1304,TA,2665,,,24,6,5,264,1976,1976,115000
958,,,No,403,BLQ,238,240,Unf,,1578,Fa,9490,,,0,7,6,806,1941,1950,133000
728,,,No,0,Unf,728,429,RFn,,1456,TA,15578,,,0,5,6,728,2006,2006,172785
1269,,,No,374,BLQ,363,308,Unf,,1269,TA,7931,,,0,6,5,1269,1960,1960,155000
886,,,No,0,Unf,190,273,Unf,,886,TA,5784,,,20,8,5,190,1938,1996,91300
720,,,No,495,Rec,225,0,None,,720,TA,7879,,,523,5,4,720,1920,1950,34900
3228,,,No,1231,GLQ,1969,546,Unf,,3228,Gd,12692,,,75,5,8,3200,1992,1993,430000
1133,,,No,329,Rec,697,240,Unf,,1820,TA,9120,,,100,6,7,1026,1925,1950,184000
899,,,No,450,ALQ,414,288,Fin,,899,Gd,7800,,,0,7,5,864,1967,2004,130000
912,,,No,111,BLQ,522,297,Fin,,912,TA,7535,,,285,7,5,912,1958,1985,120000
672,,,No,356,BLQ,316,264,Unf,,1218,TA,1890,,,28,5,6,672,1973,1973,113000
866,,,No,400,GLQ,466,603,RFn,,1768,Gd,9803,,,108,5,7,866,2005,2005,226700
1214,,,No,698,ALQ,420,461,Unf,,1214,TA,9170,,,0,7,5,1214,1965,1965,140000
1801,,,No,1247,ALQ,254,484,Fin,,1801,TA,15602,,,54,8,7,1501,1959,1997,289000
855,,,No,257,ALQ,103,440,Unf,,1322,TA,2308,,,0,5,6,855,1974,1974,147000
960,,,No,0,Unf,960,400,Unf,,1960,TA,7596,,,0,5,5,960,1952,1952,124500
1065,,,No,380,Unk,397,471,RFn,,1911,Gd,9554,,,81,5,8,777,1993,1994,215000
1218,,,No,27,GLQ,1191,676,Fin,,1218,Gd,7862,,,102,5,6,1218,2009,2009,208300
689,,,No,141,Rec,548,360,Unf,,1378,Gd,9600,,,0,9,7,689,1928,2005,161000
1041,,,No,991,ALQ,50,270,RFn,,1041,TA,9600,,,88,6,5,1041,1959,1959,124500
1363,,,No,650,BLQ,178,288,Unf,,1363,TA,14559,,,42,7,5,1008,1951,2000,164900
1368,,,No,0,Unf,1368,474,Unf,,1368,Gd,6792,,,35,5,7,1368,2005,2006,202665
864,,,No,521,BLQ,169,624,Unf,,864,TA,9100,,,0,5,5,864,1958,1958,129900
1080,,,No,336,ALQ,748,484,Unf,,1080,TA,9187,,,0,5,6,1084,1983,1983,134000
789,,,No,0,Unf,768,200,Unf,,789,TA,10594,,,0,5,5,768,1926,1950,96500
2020,,,No,1436,GLQ,570,900,Fin,,2020,Ex,12220,,,54,5,10,2006,2009,2009,402861
1378,,,No,0,Unf,689,583,Unf,,2119,TA,10448,,,104,6,6,689,1972,1972,158000
1277,,,No,0,Unf,1264,889,RFn,,2344,Gd,10208,,,0,5,7,1264,1996,1997,265000
882,,,Mn,706,GLQ,88,546,RFn,,1796,TA,9531,,,36,5,6,794,1998,1998,211000
1276,,,No,0,Unf,1276,282,Unf,,2080,Gd,10918,,,0,9,7,1276,1926,2004,234000
694,,,None,0,None,0,0,None,,1294,TA,10800,,,114,7,4,0,1900,2000,106250
1244,,,No,777,Rec,467,336,Unf,,1244,TA,11988,,,40,6,6,1244,1957,1957,150000
1004,,,No,399,ALQ,605,420,Unf,,1664,TA,5000,,,24,7,6,1004,1947,1950,159000
3138,,,Gd,2260,GLQ,878,884,Fin,,4676,Ex,40094,,,406,5,10,3138,2007,2008,184750
1383,,,No,719,Unk,660,834,Fin,,2398,Gd,11787,,,60,5,7,1379,1996,1997,315750
1266,,,No,0,Unf,1257,453,Unf,,1266,Gd,7500,,,144,5,7,1257,2005,2005,176000
928,,,No,377,Rec,551,252,Unf,,928,TA,13300,,,0,7,5,928,1956,2000,132000
1476,,,Av,1330,GLQ,122,858,Fin,,2713,Ex,14948,,,66,5,9,1452,2008,2008,446261
605,,,Mn,348,Unk,180,0,None,,605,TA,9098,,,0,7,4,528,1920,2002,86000
2515,,,No,1219,Rec,816,484,Unf,,2515,TA,32668,,,0,3,6,2035,1957,1975,200624
1509,,,Av,783,GLQ,678,600,RFn,,1509,Gd,10200,,,0,5,6,1461,1988,1989,175000
751,,,Mn,0,Unf,611,502,Fin,,1362,TA,6155,,,0,8,6,611,1920,1999,128000
827,,,None,0,None,0,392,Unf,,827,TA,7200,,,0,7,5,0,1955,2007,107500
